id,category,topic,age_min_months,age_max_months,title,content,tips,avoid,keywords,questions,medical_disclaimer,source_id,source_section
KB1200,Ngôn ngữ và giao tiếp,Trò chuyện theo sở thích 3–4 tuổi,36,47,Kéo dài cuộc trò chuyện về điều trẻ quan tâm,"Gật đầu, mỉm cười, bình luận và hỏi câu mở vừa sức để trẻ tiếp tục diễn đạt.",[],[],"[""trò chuyện 3–4 tuổi"", ""câu hỏi mở""]","[""Làm sao khuyến khích trẻ 3–4 tuổi nói dài hơn?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 67
KB1201,Ngôn ngữ và giao tiếp,Giải nghĩa từ mới,36,47,"Giới thiệu từ mới trong chơi, ăn và đi ra ngoài","Giải thích bằng ví dụ, vật thật, hành động hoặc từ quen thuộc thay vì chỉ yêu cầu trẻ ghi nhớ.",[],[],"[""giải nghĩa từ mới"", ""vốn từ""]","[""Dạy từ mới cho trẻ mẫu giáo trong hoàn cảnh nào hiệu quả?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 67
KB1202,Ngôn ngữ và giao tiếp,Nói về thời gian,36,47,Trò chuyện về việc đã xảy ra và điều sắp tới,"Dùng ảnh, lịch đơn giản hoặc nếp sinh hoạt để hỗ trợ trẻ kể lại và dự đoán.",[],[],"[""kể việc đã xảy ra"", ""khái niệm thời gian""]","[""Làm sao giúp trẻ nói về hôm qua và ngày mai?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 67
KB1203,Ngôn ngữ và giao tiếp,Trò chơi lắng nghe,36,59,Dùng trò chơi như làm theo hiệu lệnh để luyện nghe,"Bắt đầu chỉ dẫn một bước, sau đó tăng độ dài khi trẻ làm được và giữ trò chơi vui vẻ.",[],[],"[""Simon Says"", ""luyện nghe""]","[""Trò chơi nào giúp trẻ luyện nghe và làm theo chỉ dẫn?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 67
KB1204,Vận động,"Đi bộ, xe chòi và xe đạp",36,59,Khuyến khích di chuyển chủ động trong quãng đường phù hợp,"Đi bộ, xe chòi hoặc xe đạp có thiết bị bảo vệ và giám sát giúp tăng vận động trong sinh hoạt.",[],[],"[""đi bộ đến nhà trẻ"", ""xe chòi""]","[""Có thể tăng vận động cho trẻ bằng cách đi lại hằng ngày thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 67
KB1205,Toán học sớm,Nêu số lượng,36,59,Nói số lượng cùng tên đồ vật,Câu như “có hai quả táo” giúp trẻ gắn từ số với nhóm vật thật.,[],[],"[""số lượng đồ vật"", ""hai quả táo""]","[""Vì sao nên nói cả số lượng khi gọi tên đồ vật?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 68
KB1206,Hiểu thế giới,Gia đình và cộng đồng,48,59,"Trò chuyện về gia đình, nghề nghiệp và người trong cộng đồng","Đi dạo, xem ảnh và gặp gỡ an toàn giúp trẻ hiểu vai trò của bác sĩ, giáo viên, cảnh sát, thợ cắt tóc và người khác.",[],[],"[""cộng đồng"", ""nghề nghiệp""]","[""Làm sao giúp trẻ hiểu những người làm việc trong cộng đồng?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 82
KB1207,Hiểu thế giới,Quá khứ qua ảnh,48,59,Dùng ảnh và câu chuyện gia đình để nói về quá khứ,"So sánh khi trẻ còn nhỏ, đồ vật cũ và hiện tại giúp trẻ bắt đầu hiểu thay đổi theo thời gian.",[],[],"[""học về quá khứ"", ""ảnh gia đình""]","[""Có thể dạy khái niệm quá khứ cho trẻ bằng cách nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 82
KB1208,Hiểu thế giới,Bản đồ đơn giản,48,59,"Dùng bản đồ đơn giản của nhà, đường đi hoặc sân chơi","Mời trẻ xác định điểm bắt đầu, đích đến và dấu mốc để luyện định hướng không gian.",[],[],"[""bản đồ đơn giản"", ""định hướng""]","[""Trẻ 4–5 tuổi có thể học gì từ bản đồ đơn giản?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 82
KB1209,Hiểu thế giới,Thiên nhiên,36,59,"Khuyến khích mô tả điều nhìn, nghe và cảm nhận ngoài trời","Quan sát cây, côn trùng, thời tiết, bóng và âm thanh rồi ghi lại bằng lời, vẽ hoặc sưu tập an toàn.",[],[],"[""khám phá thiên nhiên"", ""mô tả giác quan""]","[""Có hoạt động ngoài trời nào hỗ trợ trẻ hiểu thiên nhiên?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,pp. 82–83
KB1210,Đa dạng và hòa nhập,Niềm tin và văn hóa,36,59,Nói tích cực về sự giống và khác nhau giữa con người,"Sách, câu chuyện, món ăn và sự kiện cộng đồng có thể giúp trẻ tôn trọng nhiều gia đình, niềm tin và cách sống.",[],[],"[""đa dạng văn hóa"", ""tôn trọng khác biệt""]","[""Làm sao nói với trẻ về những niềm tin và văn hóa khác nhau?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 83
KB1211,Theo dõi phát triển,Checkpoint không phải chẩn đoán,0,59,Không sử dụng checkpoint như danh sách phải đạt đúng hạn,Chúng giúp mở cuộc trò chuyện khi có lo lắng. Cần xem nhiều quan sát và hỏi chuyên gia nếu trẻ mất kỹ năng hoặc gặp khó khăn kéo dài.,[],[],"[""checkpoint phát triển"", ""không chẩn đoán""]","[""Có thể dùng checkpoint EYFS để tự chẩn đoán chậm phát triển không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,"pp. 5, 93–99"
KB1212,Ngôn ngữ và giao tiếp,Gần sinh nhật bốn tuổi,42,48,"Quan sát khả năng dùng câu dài hơn, từ nối, thì và trả lời câu hỏi vì sao","Đây là gợi ý để trao đổi về ngôn ngữ, không phải điều kiện bắt buộc. Tạo nhiều hội thoại và tìm đánh giá nếu người lớn thường xuyên khó hiểu trẻ hoặc trẻ mất kỹ năng.",[],[],"[""ngôn ngữ 4 tuổi"", ""câu 4–6 từ""]","[""Gần bốn tuổi có thể quan sát những kỹ năng ngôn ngữ nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 93
KB1213,Cảm xúc và xã hội,Phản ứng theo giai đoạn,6,36,"Phản ứng với tên, giọng cảm xúc, người lạ và mong muốn độc lập thay đổi theo tuổi",Khoảng 7 tháng trẻ thường chú ý tên và giọng; khoảng 12 tháng có thể thích người quen; khoảng 18 tháng tò mò mạnh; gần 2 tuổi muốn tự quyết nhiều hơn.,[],[],"[""phát triển cảm xúc 7–24 tháng"", ""độc lập""]","[""Những thay đổi cảm xúc–xã hội nào thường xuất hiện từ 7 tháng đến 2 tuổi?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 94
KB1214,Kỹ năng xã hội,Chơi cùng trẻ khác,24,36,"Từ 2–3 tuổi, nhiều trẻ bắt đầu quan tâm chơi cùng bạn hơn","Bắt đầu bằng nhóm nhỏ, hoạt động ngắn và người lớn hỗ trợ chia sẻ, chờ lượt cùng giải quyết tranh chấp.",[],[],"[""chơi với bạn 2–3 tuổi"", ""nhóm nhỏ""]","[""Có thể hỗ trợ trẻ 2–3 tuổi bắt đầu chơi với bạn thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,p. 94
KB1215,Theo dõi phát triển,Trao đổi khi lo lắng,0,59,Trao đổi sớm khi trẻ mất kỹ năng hoặc khó khăn ảnh hưởng sinh hoạt,"Ghi lại ví dụ cụ thể ở nhà và nơi chăm sóc, sau đó bàn với nhân viên y tế hoặc chuyên gia phát triển để quyết định bước tiếp theo.",[],[],"[""mất kỹ năng"", ""trao đổi sớm""]","[""Khi lo về phát triển của trẻ nên chuẩn bị thông tin gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC30,"pp. 5, 93–99"
KB1216,Theo dõi phát triển,Khoảng tuổi chồng lấn,0,59,Các khoảng tuổi phát triển có thể chồng lấn,"Tài liệu chia thành các khoảng tuổi rộng vì trẻ không phát triển cùng tốc độ. Dùng các gợi ý để quan sát và thử hoạt động mới, không dùng như danh sách bắt buộc.",[],[],"[""khoảng tuổi chồng lấn"", ""phát triển cá nhân""]","[""Vì sao các khoảng tuổi trong tài liệu phát triển lại chồng lấn?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,pp. 2–3
KB1217,Chơi và giao tiếp,Ú òa bằng khăn,0,11,Dùng tay hoặc khăn mỏng để chơi ú òa,"Che mặt trong chốc lát rồi xuất hiện lại, quan sát phản ứng và lặp theo hứng thú của trẻ.","[""Bảo đảm khăn nhẹ, sạch và không để che đường thở.""]",[],"[""ú òa"", ""peekaboo"", ""trẻ dưới 1 tuổi""]","[""Chơi ú òa với bé dưới một tuổi thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 6
KB1218,Tự lập trong chăm sóc,Cầm vật khi thay tã,3,11,Cho trẻ cầm một vật sạch khi thay tã,"Một món đồ quen thuộc, gói khăn sạch hoặc tã mới có thể giúp trẻ tham gia và bớt khó chịu trong lúc thay.",[],"[""Không đưa vật nhỏ, sắc hoặc bao bì dễ rách thành mảnh.""]","[""thay tã"", ""cho trẻ tham gia""]","[""Có cách nào giúp bé hợp tác hơn khi thay tã không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 6
KB1219,Phát triển vận động,Đá vật liệu nhẹ,0,11,Cho trẻ đá một mảnh vải nhẹ tạo âm thanh,"Đặt trẻ nằm ngửa trên mặt phẳng an toàn, phủ nhẹ phần chân bằng vật liệu mềm có tiếng sột soạt để trẻ đá và quan sát kết quả.",[],"[""Không phủ lên mặt hoặc dùng vật liệu có chi tiết rời.""]","[""đá chân"", ""nguyên nhân kết quả""]","[""Có hoạt động nào giúp bé khám phá chuyển động của chân?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 6
KB1220,Phát triển vận động,Đồ chơi vừa ngoài tầm,6,20,Đặt đồ chơi an toàn hơi xa để tạo thử thách nhỏ,"Khoảng cách cần vừa đủ để trẻ với, lăn, bò hoặc trườn tới mà không làm trẻ quá thất vọng.",[],[],"[""khuyến khích bò"", ""đồ chơi ngoài tầm""]","[""Đặt đồ chơi xa thế nào để khuyến khích bé di chuyển?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 10
KB1221,Đọc sách,Sách có nắp lật,8,20,Cho trẻ tự mở nắp lật trong sách bìa cứng,"Chờ trẻ khám phá hình phía sau, chia sẻ sự bất ngờ và gọi tên đồ vật.",[],[],"[""sách nắp lật"", ""lift-the-flap""]","[""Sách có nắp lật giúp trẻ học gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 10
KB1222,Nhận thức bản thân,Gương và bộ phận cơ thể,8,20,Chơi trước gương và gọi tên các bộ phận cơ thể,"Chỉ vào hình phản chiếu của trẻ, nói tên trẻ rồi lần lượt gọi mắt, mũi, tay và chân.",[],[],"[""chơi với gương"", ""bộ phận cơ thể""]","[""Có thể dùng gương để dạy bé nhận biết cơ thể thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 10
KB1223,Gắn kết và gia đình,Ảnh người thân,8,26,Dùng ảnh để nói về những người quan trọng,"Cho trẻ xem ảnh gia đình, bạn bè hoặc thú cưng, gọi tên và kể ngắn về người trong ảnh.",[],[],"[""ảnh gia đình"", ""người thân""]","[""Xem ảnh gia đình hỗ trợ trẻ phát triển thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,"pp. 10, 13"
KB1224,Cảm xúc,Vật an ủi,8,26,Cho trẻ tiếp cận vật an ủi quen thuộc khi buồn hoặc mệt,"Một món đồ an toàn và sạch có thể hỗ trợ chuyển tiếp, nhưng không đặt vật mềm trong khu vực ngủ của trẻ nhỏ khi không phù hợp quy tắc ngủ an toàn.",[],[],"[""vật an ủi"", ""comforter""]","[""Khi nào có thể cho trẻ dùng vật an ủi?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 10
KB1225,Chơi giác quan,Vỗ nước khi tắm,8,20,Cho trẻ vỗ tay và đá chân trong nước dưới giám sát,"Hoạt động giúp khám phá nước, âm thanh và chuyển động; người lớn phải luôn giữ trẻ trong tầm tay.",[],[],"[""chơi nước"", ""vận động khi tắm""]","[""Có thể chơi gì với bé trong lúc tắm?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 10
KB1226,Phát triển vận động,Đồ chơi đẩy,8,26,Cho trẻ đẩy xe búp bê hoặc đồ chơi đẩy ổn định,"Chọn vật có kích thước, độ nặng và độ ổn định phù hợp, sử dụng trên mặt phẳng không có cầu thang.",[],[],"[""đồ chơi đẩy"", ""luyện đi""]","[""Đồ chơi đẩy cho trẻ tập đi cần lưu ý gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 10
KB1227,Chơi giác quan,Bóp và ấn bột,8,36,"Cho trẻ bóp, ấn và chọc bột nặn an toàn","Các thao tác hỗ trợ sức mạnh bàn tay, phối hợp ngón và khám phá sự thay đổi hình dạng.",[],"[""Giám sát để trẻ không ăn bột hoặc đưa miếng lớn vào miệng.""]","[""bột nặn"", ""vận động tinh""]","[""Bóp bột nặn giúp trẻ phát triển kỹ năng gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,"pp. 10, 13"
KB1228,Ngôn ngữ và giao tiếp,Trò chơi ngón tay trong sinh hoạt,8,26,"Lồng bài hát và trò chơi ngón tay vào lúc ăn, tắm hoặc thay tã","Lặp lại từ, nhịp điệu và cử chỉ giúp trẻ dự đoán và tham gia.",[],[],"[""finger play"", ""bài hát sinh hoạt""]","[""Có thể dùng trò chơi ngón tay vào lúc nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 10
KB1229,Nhận thức,Tìm đồ vật bị che,8,26,Giấu một phần đồ chơi dưới khăn rồi để trẻ tìm,Bắt đầu khi trẻ nhìn thấy quá trình che và tăng độ khó dần; hoạt động hỗ trợ hiểu đồ vật vẫn tồn tại khi không nhìn thấy.,[],[],"[""giấu đồ chơi"", ""object permanence""]","[""Trò giấu đồ chơi dưới khăn giúp trẻ học gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,"pp. 9, 12"
KB1230,Chơi và học,Đổ vào và lấy ra,8,26,Cho trẻ bỏ đồ vật lớn vào hộp rồi lấy ra,"Dùng vật đủ lớn, sạch và không gây hóc để trẻ khám phá đầy–vơi, trong–ngoài và nguyên nhân–kết quả.",[],[],"[""bỏ đồ vào hộp"", ""đầy vơi""]","[""Hoạt động đổ vào và lấy ra phù hợp với trẻ nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,"pp. 9, 12"
KB1231,Nhận thức,Ghép nắp với đồ vật,16,36,Cho trẻ thử ghép nắp đúng với hộp hoặc ấm đồ chơi,"Dùng vài cặp có kích thước khác nhau, cho trẻ thử và nói từ như vừa, lớn, nhỏ, mở và đóng.",[],[],"[""ghép nắp"", ""giải quyết vấn đề""]","[""Trò ghép nắp giúp trẻ luyện kỹ năng gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 13
KB1232,Âm nhạc và vận động,Nhạc cụ từ đồ dùng,16,50,"Tạo âm thanh bằng thìa, nồi và bát nhựa","So sánh âm nhanh–chậm, to–nhỏ và chơi theo lượt; chọn vật không sắc, dễ vỡ hoặc quá ồn.",[],[],"[""nhạc cụ tự làm"", ""nhịp điệu""]","[""Có thể dùng đồ dùng gia đình làm nhạc cụ thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,"pp. 13, 19"
KB1233,Phân loại,Tìm đồ giống nhau,16,36,Cho trẻ ghép các đồ vật cùng loại hoặc cùng màu,"Bắt đầu bằng hai nhóm rõ ràng như thìa và cốc, sau đó thêm màu hoặc hình dạng khi trẻ hiểu.",[],[],"[""phân loại"", ""đồ giống nhau""]","[""Nên bắt đầu dạy trẻ phân loại bằng hoạt động nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,"pp. 13, 19"
KB1234,Nếp sinh hoạt,Nhận biết trình tự,16,36,Nói về thứ tự các bước trong nếp hằng ngày,"Dùng câu ngắn như cất đồ chơi, đánh răng rồi đọc sách để trẻ biết việc tiếp theo và luyện khái niệm trước–sau.",[],[],"[""trình tự sinh hoạt"", ""trước sau""]","[""Làm sao giúp trẻ hiểu thứ tự trong nếp đi ngủ?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 13
KB1235,Đọc và kể chuyện,Con rối trong câu chuyện,22,36,Dùng con rối tất hoặc thú đồ chơi khi kể truyện và hát,"Cho nhân vật thực hiện hành động, đặt câu hỏi hoặc dừng để trẻ tham gia bằng lời và cử chỉ.",[],[],"[""con rối tất"", ""kể chuyện""]","[""Dùng con rối hỗ trợ trẻ nghe truyện thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 18
KB1236,Ngôn ngữ và giao tiếp,Tường thuật công thức đơn giản,22,50,Nói từng bước khi cùng trẻ làm món đơn giản,"Mô tả việc rửa, đặt, phết hoặc xếp nguyên liệu giúp trẻ học từ hành động và trình tự.",[],[],"[""nấu ăn cùng trẻ"", ""tường thuật bước""]","[""Làm món ăn cùng trẻ có thể hỗ trợ ngôn ngữ thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 18
KB1237,Chơi tưởng tượng,Lều từ chăn và ga,22,50,Dựng lều chơi bằng chăn hoặc tấm vải,"Tạo không gian đủ thoáng và ổn định để trẻ chơi gia đình, đọc sách hoặc tưởng tượng cùng bạn.",[],"[""Không dùng dây dài hoặc cấu trúc dễ đổ che đường thở.""]","[""lều chơi"", ""chơi tưởng tượng""]","[""Làm lều chơi trong nhà cần lưu ý an toàn gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 18
KB1238,Sáng tạo,Hộp vật liệu tự chọn,22,50,"Chuẩn bị hộp giấy, keo phù hợp, bút và nhiều loại giấy","Cho trẻ lựa chọn vật liệu để làm tranh hoặc mô hình, tập quyết định và giải quyết vấn đề.",[],[],"[""hộp sáng tạo"", ""vật liệu mở""]","[""Một hộp sáng tạo đơn giản cho trẻ nên có gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 18
KB1239,Tự lập,Mặc đồ cho búp bê,22,50,"Cho trẻ luyện cúc, khóa kéo và miếng dán qua quần áo búp bê","Bắt đầu với loại khóa dễ, hỗ trợ vừa đủ và chuyển sang quần áo của trẻ khi kỹ năng tốt hơn.",[],[],"[""luyện cúc áo"", ""mặc đồ búp bê""]","[""Có thể giúp trẻ luyện kỹ năng mặc quần áo bằng trò chơi nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 18
KB1240,Tự lập trong bữa ăn,Chuẩn bị thực phẩm mềm,22,50,Cho trẻ giúp chuẩn bị món mềm bằng dụng cụ phù hợp,"Trẻ có thể bóc chuối, xé rau mềm hoặc cắt thực phẩm rất mềm bằng dụng cụ trẻ em dưới giám sát.",[],"[""Không giao dao sắc, thực phẩm cứng hoặc công việc gần bếp nóng.""]","[""nấu ăn cùng trẻ"", ""cắt thực phẩm mềm""]","[""Trẻ nhỏ có thể giúp chuẩn bị bữa ăn bằng việc gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 18
KB1241,Chơi tưởng tượng,Kể chuyện bằng phương tiện đồ chơi,22,50,"Dùng ô tô, xe buýt hoặc tàu đồ chơi để dựng câu chuyện","Gợi ý địa điểm quen thuộc như cửa hàng, thư viện hoặc nhà trẻ và để trẻ quyết định diễn biến.",[],[],"[""kể chuyện bằng đồ chơi"", ""xe đồ chơi""]","[""Xe đồ chơi có thể dùng để phát triển ngôn ngữ thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 19
KB1242,Toán học sớm,Bowling chai nhựa,22,59,Dùng chai nhựa làm ky và đếm số bị đổ,"Đặt số trên ky, lăn bóng mềm và cùng trẻ ghi nhớ hoặc đánh dấu kết quả.",[],[],"[""bowling chai nhựa"", ""đếm điểm""]","[""Có trò chơi tự làm nào giúp trẻ học đếm?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,"pp. 19, 25"
KB1243,Phân loại,Phân loại quần áo,22,59,Cho trẻ gom quần áo theo màu hoặc họa tiết,"Có thể bắt đầu bằng tất cùng đôi rồi chuyển sang nhóm đỏ, sọc, chấm hoặc loại trang phục.",[],[],"[""phân loại quần áo"", ""ghép tất""]","[""Việc gấp quần áo có thể trở thành hoạt động học thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 19
KB1244,Đọc sách,Điền từ còn thiếu,22,59,Dừng trước từ quen thuộc trong truyện để trẻ hoàn thành,"Chỉ dùng với truyện trẻ đã nghe nhiều lần và cho đủ thời gian phản hồi, không biến thành kiểm tra.",[],[],"[""điền từ trong truyện"", ""đọc lặp lại""]","[""Làm sao khuyến khích trẻ tham gia kể truyện quen thuộc?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 19
KB1245,Tiền viết,Giấy riêng khi người lớn viết,22,59,Cho trẻ giấy riêng khi người lớn viết danh sách hoặc biểu mẫu,"Trẻ có thể tạo nét, ký hiệu và giả vờ viết, qua đó hiểu chữ viết mang thông tin.",[],[],"[""giả vờ viết"", ""tiền viết""]","[""Khi cha mẹ viết danh sách có thể cho trẻ tham gia thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 19
KB1246,Chơi đóng vai,Cửa hàng giả vờ,30,59,Dùng bao bì sạch và nhãn trong trò chơi cửa hàng,"Trẻ có thể đọc hình, làm giá, phân loại sản phẩm, trao đổi vai người bán–người mua và dùng tiền đồ chơi.",[],[],"[""cửa hàng giả vờ"", ""đọc nhãn""]","[""Trò chơi cửa hàng hỗ trợ những kỹ năng nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 25
KB1247,Đọc viết trong đời sống,Đọc công thức,30,59,Đọc công thức thành lời khi cùng trẻ nấu,"Chỉ vào hình, số hoặc từ và liên hệ với hành động thực tế để trẻ hiểu chữ viết hướng dẫn việc làm.",[],[],"[""đọc công thức cùng trẻ"", ""literacy""]","[""Nấu ăn hỗ trợ kỹ năng đọc viết sớm thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 25
KB1248,Tiền viết,Thẻ tên,30,59,Dùng thẻ tên của trẻ làm mẫu khi trẻ muốn viết tên,"Đặt thẻ ở phòng hoặc bàn ăn, để trẻ quan sát hình dạng chữ và thử viết theo mà không ép đúng hoàn toàn.",[],[],"[""thẻ tên"", ""viết tên""]","[""Có thể dùng thẻ tên để hỗ trợ trẻ tập viết thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 25
KB1249,Toán học sớm,Ghép số với vị trí,30,59,Tạo gara hoặc ô đỗ có số để ghép với xe cùng số,Hoạt động nối ký hiệu số với cặp tương ứng và có thể mở rộng bằng việc xếp thứ tự.,[],[],"[""ghép số"", ""gara đồ chơi""]","[""Có hoạt động nào giúp trẻ ghép ký hiệu số?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 25
KB1250,Toán học sớm,Đi tìm hình dạng,30,59,Đi quanh nhà hoặc ngoài trời để tìm các hình giống nhau,"Tìm vòng tròn, hình chữ nhật, khối cầu hoặc hình trụ trong đồ vật thật và mô tả đặc điểm.",[],[],"[""shape walk"", ""hình dạng""]","[""Trò đi tìm hình dạng được thực hiện thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 25
KB1251,Hiểu thế giới,Vẽ bản đồ đường đi,40,59,Cùng trẻ vẽ đường từ nhà đến nơi quen thuộc,"Đánh dấu cửa hàng, ngã rẽ, cây hoặc điểm xe buýt để luyện trí nhớ, trình tự và định hướng.",[],[],"[""vẽ bản đồ"", ""đường đến nhà trẻ""]","[""Trẻ 4–5 tuổi có thể học gì khi vẽ bản đồ đường đi?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 31
KB1252,Chăm sóc thiên nhiên,Tưới cây,30,59,Cho trẻ phụ trách tưới một cây với lượng nước phù hợp,"Quan sát sự thay đổi theo thời gian, nói về nhu cầu của cây và nhắc trẻ rửa tay sau khi làm vườn.",[],[],"[""tưới cây"", ""chăm sóc thiên nhiên""]","[""Cho trẻ tưới cây giúp phát triển kỹ năng gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC31,p. 31
